"","V1"
"ENSG00000013275",0.809490588505115
"ENSG00000013288",0.182400836509366
"ENSG00000013297",0.759925506595416
"ENSG00000013306",0.757419036108118
"ENSG00000013364",0.0210923519945699
"ENSG00000013374",0.122482419578872
"ENSG00000013375",0.532810725133418
"ENSG00000013392",0.251775980631887
"ENSG00000013441",0.0217755468883336
"ENSG00000013503",0.306404910640422
"ENSG00000013523",0.996361361162546
"ENSG00000013561",0.904895288938795
"ENSG00000013563",0.282768380482185
"ENSG00000013573",0.46399878951589
"ENSG00000013583",0.278287037066433
"ENSG00000013725",0.0170085142815032
"ENSG00000013810",0.238072931030234
"ENSG00000014123",0.0266277791275213
"ENSG00000014138",0.498058820972126
"ENSG00000014164",0.00803547731893738
"ENSG00000014216",0.495447749393123
"ENSG00000014641",0.0485223790764587
"ENSG00000014824",0.0589738260609114
"ENSG00000014919",0.659013593332425
"ENSG00000015133",0.722416399929864
"ENSG00000015153",0.600146731104819
"ENSG00000015171",0.349484817651516
"ENSG00000015285",0.781619269109484
"ENSG00000015475",0.0900904934031551
"ENSG00000015479",0.837413853244113
"ENSG00000015532",0.999305079211473
"ENSG00000015568",0.954400482959552
"ENSG00000015676",0.321807168232241
"ENSG00000016391",0.168152628850354
"ENSG00000016864",0.521208715802011
"ENSG00000017260",0.189968218641859
"ENSG00000017483",0.526088576463997
"ENSG00000017797",0.700968401417082
"ENSG00000018189",0.868626343657599
"ENSG00000018280",0.700828962412409
"ENSG00000018510",0.566156939888473
"ENSG00000018610",0.826157617576534
"ENSG00000018699",0.975365884860053
"ENSG00000018869",0.484134484784013
"ENSG00000019144",0.877774755004473
"ENSG00000019485",0.8077626506796
"ENSG00000019582",0.376412793624129
"ENSG00000019995",0.0716380751560235
"ENSG00000020129",0.230269979825252
"ENSG00000020256",0.0381089245655394
"ENSG00000020426",0.152836001579642
"ENSG00000020633",0.869737155423259
"ENSG00000020922",0.508809067336626
"ENSG00000021300",0.0567844298868295
"ENSG00000021355",0.373885827035663
"ENSG00000021574",0.395014681693879
"ENSG00000021776",0.530377612182206
"ENSG00000022277",0.241736643063606
"ENSG00000022556",0.105762856474192
"ENSG00000022567",0.338806030521713
"ENSG00000022840",0.902144572897427
"ENSG00000022976",0.283913172449913
"ENSG00000023041",0.305756361192046
"ENSG00000023171",0.847928079311965
"ENSG00000023191",0.0619273045058694
"ENSG00000023228",0.88477335879989
"ENSG00000023287",0.895545967661373
"ENSG00000023318",0.484437647226196
"ENSG00000023330",0.794422151648712
"ENSG00000023445",0.403871618567291
"ENSG00000023516",0.401451104877723
"ENSG00000023572",0.940955034626831
"ENSG00000023608",0.532302924833904
"ENSG00000023697",0.524230979171858
"ENSG00000023734",0.223324042315039
"ENSG00000023839",0.0794013257762395
"ENSG00000023892",0.0835488149271752
"ENSG00000023902",0.675541347631742
"ENSG00000023909",0.936764181559468
"ENSG00000024048",0.739573686811637
"ENSG00000024862",0.40058277485717
"ENSG00000025156",0.32541617151735
"ENSG00000025293",0.00445137448986572
"ENSG00000025434",0.655489405795622
"ENSG00000025708",0.119446102603615
"ENSG00000025770",0.514399281354273
"ENSG00000025772",0.591838637907375
"ENSG00000025796",0.543144989076462
"ENSG00000025800",0.870273327388534
"ENSG00000026025",0.144606804088694
"ENSG00000026036",0.14364246905199
"ENSG00000026103",0.374870988589105
"ENSG00000026297",0.327821178078774
"ENSG00000026508",0.274997860659486
"ENSG00000026751",0.633235279071928
"ENSG00000026950",0.612995792500114
"ENSG00000027001",0.66498361710268
"ENSG00000027697",0.576748064053178
"ENSG00000027847",0.0614719184781123
"ENSG00000028116",0.579720067597868
"ENSG00000028137",0.0821947037336556
"ENSG00000028203",0.33446328485177
"ENSG00000028277",0.166095119164228
"ENSG00000028310",0.263902352270088
"ENSG00000028528",0.171034332092105
"ENSG00000028839",0.205691549229689
"ENSG00000029363",0.289317885669503
"ENSG00000029364",0.319914221619051
"ENSG00000029534",0.224148084082335
"ENSG00000029639",0.252883000181948
"ENSG00000029725",0.0838114083534967
"ENSG00000029993",0.861202704530374
"ENSG00000030066",0.601406038945707
"ENSG00000030110",0.786137446594933
"ENSG00000030419",0.00920126352078479
"ENSG00000030582",0.128468054521476
"ENSG00000031003",0.77494520935725
"ENSG00000031081",0.328381686351935
"ENSG00000031691",0.443988434655169
"ENSG00000031698",0.0899987791171589
"ENSG00000031823",0.0834420676608855
"ENSG00000032219",0.203084190360555
"ENSG00000032389",0.838019524247029
"ENSG00000032444",0.299826997304774
"ENSG00000032742",0.799694263924792
"ENSG00000033011",0.252355151401616
"ENSG00000033030",0.498604405537763
"ENSG00000033050",0.00263451285579501
"ENSG00000033100",0.632057358037067
"ENSG00000033170",0.104915783632377
"ENSG00000033178",0.408529015314732
"ENSG00000033327",0.929953630321165
"ENSG00000033627",0.738183307406116
"ENSG00000033800",0.173124764812285
"ENSG00000033867",0.132697163305239
"ENSG00000034152",0.335163017441252
"ENSG00000034510",0.590512124688275
"ENSG00000034533",0.456108624239775
"ENSG00000034677",0.216182359949675
"ENSG00000034693",0.469715219628321
"ENSG00000034713",0.319230300228563
"ENSG00000035115",0.0837083943025355
"ENSG00000035141",0.0503124406448982
"ENSG00000035403",0.612551868029666
"ENSG00000035664",0.725955763751738
"ENSG00000035681",0.827527945797732
"ENSG00000035687",0.1824583639947
"ENSG00000035720",0.739555554284802
"ENSG00000035862",0.1112209821288
"ENSG00000035928",0.909977494865412
"ENSG00000036054",0.284749861588715
"ENSG00000036257",0.296473598895228
"ENSG00000036530",0.662534755780956
"ENSG00000036549",0.240494238205435
"ENSG00000037042",0.187361689192773
"ENSG00000037241",0.700163454509734
"ENSG00000037474",0.386067793226743
"ENSG00000037637",0.726678155261049
"ENSG00000037749",0.598456885580478
"ENSG00000037757",0.973429501451974
"ENSG00000037897",0.767603017397141
"ENSG00000038002",0.910493929595342
"ENSG00000038210",0.106313699393557
"ENSG00000038219",0.691449372812353
"ENSG00000038274",0.178792621629523
"ENSG00000038358",0.0252292455721166
"ENSG00000038382",0.261633390720699
"ENSG00000038532",0.17592720948135
"ENSG00000039123",0.239173981344202
"ENSG00000039319",0.834926708200182
"ENSG00000039523",0.123662817629334
"ENSG00000039600",0.551490522866003
"ENSG00000039650",0.992120336741284
"ENSG00000040199",0.715466847933804
"ENSG00000040275",0.523585000520643
"ENSG00000040341",0.294206305402346
"ENSG00000040487",0.34454902426406
"ENSG00000040531",0.343276495384152
"ENSG00000040633",0.10971465602564
"ENSG00000040933",0.531549594767289
"ENSG00000041357",0.460416704314904
"ENSG00000041802",0.587075410743368
"ENSG00000041880",0.00987256711367051
"ENSG00000041988",0.26739808374452
"ENSG00000042088",0.947979175226552
"ENSG00000042286",0.17123669872932
"ENSG00000042429",0.107369708435925
"ENSG00000042445",0.00663775305269979
"ENSG00000042493",0.206711206126112
"ENSG00000042753",0.264055092787896
"ENSG00000042980",0.0703317595813757
"ENSG00000043093",0.240199287811267
"ENSG00000043143",0.128457416819116
"ENSG00000043462",0.372844111294994
"ENSG00000043514",0.0607772476085862
"ENSG00000044090",0.118094837841481
"ENSG00000044115",0.209120128978212
"ENSG00000044446",0.361936104282554
"ENSG00000044574",0.101308645575597
"ENSG00000046647",0.241563817229564
"ENSG00000046651",0.495626943370192
"ENSG00000046653",0.302216342759749
"ENSG00000047056",0.441859873080105
"ENSG00000047188",0.98041807341301
"ENSG00000047230",0.540791621448059
"ENSG00000047249",0.775017385104307
"ENSG00000047315",0.249473059860915
"ENSG00000047346",0.502232914262473
"ENSG00000047365",0.399165806362496
"ENSG00000047410",0.0560530528502339
"ENSG00000047578",0.861148536498942
"ENSG00000047579",0.481220362152677
"ENSG00000047621",0.381946890279609
"ENSG00000047644",0.000842423771593683
"ENSG00000047662",0.504458740696615
"ENSG00000047849",0.126093280625356
"ENSG00000047932",0.831341568947436
"ENSG00000048028",0.592900388597989
"ENSG00000048052",0.612715513326295
"ENSG00000048140",0.409816442825248
"ENSG00000048162",0.909650160890514
"ENSG00000048392",0.0618032125283814
"ENSG00000048405",0.914274892225795
"ENSG00000048462",0.333450316670659
"ENSG00000048471",0.297090475074038
"ENSG00000048544",0.824046157335082
"ENSG00000048649",0.0431046997220081
"ENSG00000048707",0.0566156665368987
"ENSG00000048740",0.994116667163078
"ENSG00000048828",0.58003704847942
"ENSG00000048991",0.181163633320958
"ENSG00000049089",0.0430393758268281
"ENSG00000049167",0.240878568186499
"ENSG00000049192",0.264292671207901
"ENSG00000049239",0.828791776705778
"ENSG00000049245",0.0879459227815242
"ENSG00000049246",0.104347193153568
"ENSG00000049249",0.461986740198764
"ENSG00000049449",0.524738990612627
"ENSG00000049541",0.625548493338257
"ENSG00000049618",0.0259271827286946
"ENSG00000049656",0.043444785890274
"ENSG00000049759",0.0264653731308407
"ENSG00000049769",0.150047682340446
"ENSG00000049860",0.813174651744427
"ENSG00000049883",0.652914961096046
"ENSG00000050130",0.145241328990488
"ENSG00000050344",0.350760762157333
"ENSG00000050393",0.33962261766992
"ENSG00000050426",0.0824184026387002
"ENSG00000050438",0.262016184047204
"ENSG00000050748",0.453354135463946
"ENSG00000051009",0.324403848701748
"ENSG00000051108",0.00013407117643429
"ENSG00000051128",0.886199264114993
"ENSG00000051180",0.0970971260889848
"ENSG00000051341",0.761384161883291
"ENSG00000051382",0.0134592752534049
"ENSG00000051523",0.784561822363626
"ENSG00000051596",0.0582505248281927
"ENSG00000051620",0.285848853220176
"ENSG00000051825",0.624460323513268
"ENSG00000052126",0.0496895257840225
"ENSG00000052723",0.505632504785307
"ENSG00000052749",0.780017699671776
"ENSG00000052802",0.0870491612069357
"ENSG00000052841",0.228216580684328
"ENSG00000053254",0.0518724671076693
"ENSG00000053371",0.667567629593543
"ENSG00000053372",0.51211290553557
"ENSG00000053501",0.0819416763793506
"ENSG00000053524",0.506532693254917
"ENSG00000053702",0.341795168312648
"ENSG00000053770",0.432787410899376
"ENSG00000053900",0.475234471418714
"ENSG00000053918",0.517512655867745
"ENSG00000054116",0.725865357199554
"ENSG00000054118",0.636802822888143
"ENSG00000054148",0.878667674749031
"ENSG00000054219",0.672837550408144
"ENSG00000054267",0.358597010254732
"ENSG00000054277",0.833424943593198
"ENSG00000054282",0.221977311436095
"ENSG00000054523",0.914413360527253
"ENSG00000054611",0.731833961681883
"ENSG00000054654",0.067981669723588
"ENSG00000054965",0.342376362011709
"ENSG00000054967",0.673798506468923
"ENSG00000054983",0.311542768017577
"ENSG00000055044",0.455974365953318
"ENSG00000055070",0.214871307696812
"ENSG00000055118",0.754890665499641
"ENSG00000055130",0.530196796977182
"ENSG00000055147",0.178210852716124
"ENSG00000055163",0.578153887607675
"ENSG00000055208",0.67381282442654
"ENSG00000055211",0.10100678044057
"ENSG00000055332",0.914368243231188
"ENSG00000055483",0.289304694097539
"ENSG00000055609",0.675668268563315
"ENSG00000055917",0.77040472809358
"ENSG00000055950",0.381240833335481
"ENSG00000055955",0.595750528715154
"ENSG00000056050",0.829205702128217
"ENSG00000056097",0.132960794880378
"ENSG00000056277",0.998098984097185
"ENSG00000056558",0.0112409873457169
"ENSG00000056586",0.00226019728249762
"ENSG00000056736",0.216067714424891
"ENSG00000056972",0.849890613838124
"ENSG00000057252",0.815792152330348
"ENSG00000057608",0.533875053773142
"ENSG00000057657",0.10644613752997
"ENSG00000057663",0.576955289465618
"ENSG00000057704",0.620330177470073
"ENSG00000057757",0.418591523359191
"ENSG00000057935",0.0515278668864553
"ENSG00000058056",0.707150985772987
"ENSG00000058063",0.0588270811074698
"ENSG00000058091",0.222105547162583
"ENSG00000058262",0.950979192258896
"ENSG00000058272",0.51882359182013
"ENSG00000058335",0.0391290102533624
"ENSG00000058453",0.0162731108407975
"ENSG00000058600",0.546506087149827
"ENSG00000058668",0.0283427743880892
"ENSG00000058673",0.311601897009613
"ENSG00000058729",0.347915744752247
"ENSG00000058799",0.425404869754216
"ENSG00000058804",0.579562778323816
"ENSG00000058866",0.195503262044335
"ENSG00000059122",0.0576784710787433
"ENSG00000059145",0.416710247855111
"ENSG00000059378",0.127732065426838
"ENSG00000059573",0.238539758646479
"ENSG00000059588",0.546785804471374
"ENSG00000059691",0.707269756548158
"ENSG00000059728",0.0366242966920287
"ENSG00000059758",0.0777959545840909
"ENSG00000059769",0.209808298972898
"ENSG00000059804",0.0711743009094784
"ENSG00000059915",0.134116083998575
"ENSG00000060069",0.0812853707007918
"ENSG00000060138",0.712562387463903
"ENSG00000060237",0.983631467883934
"ENSG00000060339",0.99336483066265
"ENSG00000060491",0.2745820715388
"ENSG00000060642",0.0357194000634672
"ENSG00000060688",0.28916364259809
"ENSG00000060749",0.508946057344938
"ENSG00000060762",0.352698225036941
"ENSG00000060971",0.616958673242624
"ENSG00000060982",0.217600905621017
"ENSG00000061273",0.118663184326971
"ENSG00000061656",0.740701133243169
"ENSG00000061794",0.476771346339453
"ENSG00000061936",0.476977272756204
"ENSG00000061938",0.444736020272907
"ENSG00000061987",0.704077227852059
"ENSG00000062194",0.379513641745317
"ENSG00000062282",0.267565708012383
"ENSG00000062485",0.74426183907604
"ENSG00000062524",0.91730449113546
"ENSG00000062582",0.822291137552304
"ENSG00000062598",0.0534649179621374
"ENSG00000062650",0.556799868582655
"ENSG00000062716",0.777116879064453
"ENSG00000062725",0.842017741560712
"ENSG00000062822",0.725200225842334
"ENSG00000063046",0.0405632832086407
"ENSG00000063127",0.806882248127234
"ENSG00000063169",0.818941572907233
"ENSG00000063176",0.210173653380938
"ENSG00000063177",0.00459824901986518
"ENSG00000063180",0.745473223885625
"ENSG00000063241",0.216066735474558
"ENSG00000063244",0.0925072656434335
"ENSG00000063245",0.851955998936167
"ENSG00000063322",0.153474748821258
"ENSG00000063587",0.121173157663554
"ENSG00000063601",0.595332975496286
"ENSG00000063660",0.323223629515259
"ENSG00000063761",0.607302540636745
"ENSG00000063854",0.430940406174158
"ENSG00000063978",0.805338471340673
"ENSG00000064012",0.0120516335450184
"ENSG00000064102",0.760613124089606
"ENSG00000064115",0.620453524823393
"ENSG00000064201",0.874034881857028
"ENSG00000064313",0.217073498057581
"ENSG00000064393",0.106536799793657
"ENSG00000064419",0.429296020893098
"ENSG00000064489",0.640593591165911
"ENSG00000064490",0.629354939043434
"ENSG00000064545",0.648189500429622
"ENSG00000064547",0.562406055512795
"ENSG00000064601",0.145401259363416
"ENSG00000064607",0.0547291565378634
"ENSG00000064651",0.347250881711774
"ENSG00000064652",0.00257691324819669
"ENSG00000064666",0.303612867090063
"ENSG00000064687",0.166100278064695
"ENSG00000064703",0.10700824352081
"ENSG00000064726",0.758340709762608
"ENSG00000064763",0.704598684220059
"ENSG00000064886",0.538619330563581
"ENSG00000064932",0.585696174612037
"ENSG00000064933",0.575161140128693
"ENSG00000064961",0.786141234722397
"ENSG00000064995",0.69243186521255
"ENSG00000064999",0.769963282059159
"ENSG00000065000",0.450244541375063
"ENSG00000065029",0.688319624333195
"ENSG00000065057",0.587550267025819
"ENSG00000065060",0.916374232536033
"ENSG00000065135",0.954847296947572
"ENSG00000065150",0.881504577923286
"ENSG00000065154",0.491759633709386
"ENSG00000065183",0.706787747205485
"ENSG00000065243",0.476263952481
"ENSG00000065268",0.67063585229953
"ENSG00000065308",0.0181177247557837
"ENSG00000065357",0.0328693606598575
"ENSG00000065413",0.982575002947658
"ENSG00000065427",0.0868212909735388
"ENSG00000065457",0.851828390512554
"ENSG00000065485",0.156327488302567
"ENSG00000065491",0.0200844582442634
"ENSG00000065518",0.831630038624578
"ENSG00000065526",0.866140073358154
"ENSG00000065534",0.784878324642437
"ENSG00000065548",0.0975185856864493
"ENSG00000065559",0.883983572598952
"ENSG00000065600",0.469673403617259
"ENSG00000065613",0.722131026387667
"ENSG00000065615",0.0678384645242963
"ENSG00000065621",0.471526385709171
"ENSG00000065665",0.61041337040896
"ENSG00000065802",0.41299120099638
"ENSG00000065809",0.0025350181357886
"ENSG00000065882",0.792950891921348
"ENSG00000065883",0.117113451073575
"ENSG00000065911",0.436994685846545
"ENSG00000065923",0.35409075260356
"ENSG00000065970",0.981446790962844
"ENSG00000065978",0.0342906228340533
"ENSG00000065989",0.115868005350166
"ENSG00000066027",0.839517480228717
"ENSG00000066044",0.390892290862387
"ENSG00000066084",0.240522630872329
"ENSG00000066117",0.54557836710291
"ENSG00000066135",0.420200040001835
"ENSG00000066136",0.974868870580472
"ENSG00000066294",0.390571511385816
"ENSG00000066322",0.246449079106207
"ENSG00000066336",0.966327146777717
"ENSG00000066379",0.111483684272717
"ENSG00000066422",0.0344489435968141
"ENSG00000066427",0.304904933437907
"ENSG00000066455",0.219039429014764
"ENSG00000066557",0.514318662087403
"ENSG00000066583",0.837178737434341
"ENSG00000066651",0.0778457136733847
"ENSG00000066654",0.0383691761672695
"ENSG00000066697",0.310474975102305
"ENSG00000066739",0.124678625191709
"ENSG00000066777",0.212074187550509
"ENSG00000066827",0.693904822780351
"ENSG00000066855",0.76385897680264
"ENSG00000066923",0.295366509072651
"ENSG00000066926",0.830486346231292
"ENSG00000066933",0.173486782119724
"ENSG00000067057",0.0182155703411536
"ENSG00000067064",0.0605334107503453
"ENSG00000067066",0.642644813790485
"ENSG00000067082",0.182689115086424
"ENSG00000067113",0.806935186289353
"ENSG00000067141",0.809322146439516
"ENSG00000067167",0.895091520842759
"ENSG00000067182",0.0680128092293193
"ENSG00000067191",0.257404046822017
"ENSG00000067208",0.096303024058564
"ENSG00000067221",0.291548285653711
"ENSG00000067225",0.784192244160591
"ENSG00000067248",0.0197363903364267
"ENSG00000067334",0.171675145406837
"ENSG00000067365",0.913266675557228
"ENSG00000067369",0.273242544440176
"ENSG00000067445",0.594971965568176
"ENSG00000067533",0.333420976207111
"ENSG00000067560",0.426152885410308
"ENSG00000067596",0.951979942977406
"ENSG00000067606",0.301217536880518
"ENSG00000067704",0.650744731554902
"ENSG00000067829",0.760972160922333
"ENSG00000067836",0.756368632203214
"ENSG00000067900",0.505995840477347
"ENSG00000067955",0.300019664858132
"ENSG00000067992",0.378220733640029
"ENSG00000068001",0.586537659272429
"ENSG00000068024",0.278583170266008
"ENSG00000068028",0.3582260423478
"ENSG00000068079",0.456824628399202
"ENSG00000068097",0.0974534191680315
"ENSG00000068120",0.165241840488824
"ENSG00000068305",0.015983846884674
"ENSG00000068308",0.718647681260042
"ENSG00000068323",0.57078328768415
"ENSG00000068354",0.155559335285099
"ENSG00000068366",0.948668636311975
"ENSG00000068383",0.0580528373251445
"ENSG00000068394",0.0771508549675689
"ENSG00000068400",0.0876379602194485
"ENSG00000068438",0.02766062674483
"ENSG00000068489",0.794723439340607
"ENSG00000068650",0.0175866450223059
"ENSG00000068654",0.645785593469852
"ENSG00000068697",0.446191768998117
"ENSG00000068724",0.348086459150412
"ENSG00000068745",0.154752645096688
"ENSG00000068784",0.00594620303394772
"ENSG00000068796",0.136979914209213
"ENSG00000068831",0.979601363102591
"ENSG00000068878",0.91299434408169
"ENSG00000068885",0.725260751053306
"ENSG00000068903",0.494653909481098
"ENSG00000068912",0.697837091936141
"ENSG00000068971",0.840681916542646
"ENSG00000068976",0.204811056731411
"ENSG00000069020",0.556317842055726
"ENSG00000069188",0.485011960317791
"ENSG00000069248",0.0527823194768471
"ENSG00000069275",0.437793809423577
"ENSG00000069329",0.133739945652863
"ENSG00000069345",0.178121086198532
"ENSG00000069399",0.383978841077614
"ENSG00000069424",0.222947115176939
"ENSG00000069431",0.0352105252281667
"ENSG00000069493",0.87762133746112
"ENSG00000069509",0.959924311477883
"ENSG00000069667",0.843981447002562
"ENSG00000069702",0.50394620312517
"ENSG00000069849",0.0668014438426295
"ENSG00000069869",0.349962020736957
"ENSG00000069943",0.26025866949911
"ENSG00000069956",0.16520344726938
"ENSG00000069966",0.788984304168965
"ENSG00000069974",0.272951601475058
"ENSG00000069998",0.203938912205383
"ENSG00000070010",0.993392725280687
"ENSG00000070061",0.0846550096311419
"ENSG00000070081",0.0104216260537353
